property_id,location_id
39246,1
29794,3
26452,4
27339,5
45991,9
29088,4702
33337,10
34953,191
39591,14
43529,15
26652,16
26308,18
10325,19
25968,20
32036,24
13312,345
40428,35889
18561,27
23208,353
27589,29
42629,37
40479,94
8483,41
37145,44
23620,45
40939,47
1114,48
38633,700
12384,51
2527,52
9542,53
1558,54
38755,55
6392,59
37195,61
23689,1747
35465,62
31405,8681
13416,65
40205,67
37926,69
47219,70
1591,74
47606,80
37683,81
1099,82
33156,84
44326,85
25384,90
5168,547
34519,30758
19670,92
12982,93
42329,95
36842,98
5103,105
23699,100
7527,167
3810,14945
5993,102
24919,104
4581,106
19180,108
30340,111
4784,112
13576,34893
35350,113
19133,117
684,302
35229,114
9073,115
32223,116
40068,318
47042,40180
4054,119
14493,120
32894,1011
30115,121
3441,122
6033,125
15626,128
7623,176
22289,239
24449,130
4692,132
36311,134
48339,137
1774,143
29348,343
31806,139
11156,140
43882,141
18585,144
3348,145
5298,146
31310,37261
26819,152
186,154
6997,155
39402,156
35639,888
29625,157
15836,158
5683,910
2086,161
4285,260
14175,163
40033,164
20594,165
37086,171
33065,173
4880,175
13371,177
6490,178
37214,180
37383,198
26495,200
20272,228
34178,182
28892,183
1756,344
13678,384
4380,597
28140,187
46707,188
1530,189
22853,190
18478,196
2771,201
31785,1374
40287,205
30584,399
16716,208
15927,211
40852,214
26623,215
29293,217
28282,218
19589,219
26075,220
12884,221
35765,222
11267,223
41471,8307
23590,227
29723,229
36545,230
5791,32528
29970,231
3345,232
9552,233
8902,234
7771,608
38762,237
29575,238
5618,240
5096,241
27785,244
36886,245
26260,246
37487,250
2009,261
8956,251
19650,472
12779,252
11925,369
23531,561
7681,255
4641,5398
29556,6458
43800,259
12219,6848
45956,6849
25725,8257
44921,18733
45295,34464
17421,265
38568,270
45096,272
3723,275
27512,276
43813,277
18356,279
1624,280
38461,341
32028,366
10094,18619
29078,282
5936,379
30397,501
6101,284
3709,285
40261,286
32528,4602
1318,287
11861,2147
8804,288
47929,289
46242,293
32869,772
11388,294
46181,295
32971,14618
9006,30670
15207,297
37109,298
39995,303
35284,1026
46796,304
19949,305
16075,306
38048,307
17732,308
31720,310
11092,311
23108,36208
26628,312
37538,36649
23756,41367
19494,313
7499,314
1265,317
3513,649
46863,664
24512,665
38366,666
28722,670
30986,671
13784,672
6062,673
13674,674
8276,818
41918,820
32296,822
9921,823
37072,824
42448,827
24515,1582
20306,1583
40648,321
16380,322
32030,327
8354,950
14427,330
43055,331
14160,332
39737,333
18775,334
9955,335
16796,336
23436,338
14686,339
17059,342
137,18456
32994,347
16382,348
11199,349
9895,350
37480,351
34784,354
13057,356
29130,359
39018,361
9092,362
44355,364
13158,920
2730,368
13542,370
36119,371
29343,372
15543,374
23211,378
2378,3255
25382,380
28484,382
31337,383
32836,385
7075,386
8408,389
6211,390
29676,391
26952,392
40222,393
9556,2401
2107,396
22384,462
40453,1291
16394,398
29123,400
35185,401
37104,25388
31458,402
48220,403
20498,405
5195,407
43231,408
24539,409
1320,410
41022,411
2818,412
8046,414
8515,415
3706,416
18135,417
18603,418
32577,419
214,420
21114,422
15201,423
34146,424
44716,425
5734,426
35881,22226
2041,427
16513,428
41625,429
22647,430
27147,431
16158,432
12091,433
2709,2177
20696,435
41480,438
4094,440
47657,443
37727,444
22,446
26523,575
39577,448
7980,449
21443,453
16182,454
35474,457
34919,458
32453,459
14028,1049
1342,461
5743,465
27535,468
22725,471
41882,473
28744,475
20736,476
20660,477
19710,478
42990,479
47275,481
22172,483
34771,484
4036,485
10876,492
41337,493
28937,494
26343,496
19454,497
5893,27392
7489,498
41110,499
28350,502
23602,503
16618,570
23838,1177
16311,1884
16502,6822
8889,17765
17433,18472
21646,504
47316,505
28868,506
32391,507
31042,511
10800,868
12309,512
33880,513
2545,514
26646,515
16534,518
16888,519
4,520
47237,521
14095,522
4256,523
33053,3522
299,528
30210,534
29235,536
36654,537
41496,539
24751,14047
19808,543
34233,544
14320,9589
22127,546
22989,551
8575,553
18198,555
48343,556
25021,557
7891,2270
42832,558
16107,559
37524,794
23778,562
670,564
14047,565
30080,571
97,572
42550,574
6240,576
18199,577
32588,581
36984,583
30934,586
38692,587
11637,590
43923,591
4822,595
21704,596
13840,1086
18228,598
39873,599
34883,600
44513,602
22144,605
34562,606
47614,611
13008,612
31943,613
45765,616
35921,618
13847,620
35210,621
43666,622
20575,2481
14756,4258
9531,623
25482,624
42296,625
33175,962
9764,3049
38331,626
34554,627
18354,628
32788,629
29421,630
38364,632
38467,635
38021,636
10973,638
41807,639
468,640
13703,643
41175,644
22921,646
31043,647
15967,1363
9778,648
35964,650
46247,710
31046,754
32240,14050
19960,651
4812,654
1730,656
32428,658
22475,659
345,663
15928,8930
11526,668
20697,681
16926,682
9167,684
4164,685
43592,686
40002,687
42314,689
36656,692
28167,693
21330,695
32418,697
41720,699
23458,1603
392,701
34577,45216
43398,702
31378,703
44234,706
27804,707
25418,708
41164,711
18629,713
12112,24296
12401,715
38317,719
42945,720
6653,721
4284,722
32921,723
42347,724
39768,861
35240,1298
28464,37895
36736,725
13988,726
1004,727
9577,728
4734,734
17571,735
24988,736
44672,37607
32492,742
14757,745
1223,748
17964,749
18054,750
729,752
36634,784
8329,757
26996,7476
28519,758
25883,759
13139,760
48293,761
27853,764
30532,765
47473,768
43476,770
47710,771
44502,773
17779,774
17349,775
43581,777
39339,778
44498,780
41097,783
8065,785
15994,4029
32738,786
6047,788
27529,790
45416,792
1157,795
38517,796
15240,797
42634,798
47970,817
8789,799
41680,800
2097,801
46851,802
8787,803
26653,804
11523,805
15353,807
30529,808
22690,809
16597,810
37859,811
1280,813
8505,815
20148,816
40526,819
40098,821
25587,825
37613,830
33584,831
10988,2197
34503,839
22069,843
18774,844
34045,7082
28396,845
41320,848
32787,849
4337,850
36857,851
10298,852
18499,16646
24907,862
5052,866
16197,7560
41967,7894
10353,7952
34981,7972
20925,9324
34056,11134
30848,14229
41472,36496
37334,869
25857,870
2590,872
14891,876
21804,877
14034,878
18823,879
38557,880
38732,881
31163,884
34717,887
25661,889
46232,891
41814,892
10489,893
42968,894
19634,895
34298,896
37088,897
13375,6243
15859,901
10633,903
42964,904
34283,905
17236,2256
46722,907
30732,909
25549,911
7867,2200
8906,917
107,919
4633,922
5808,923
11894,924
30597,925
8901,42201
25101,43608
16605,45253
43554,928
42005,929
47968,931
17761,932
2762,960
29726,939
18588,3939
9984,40650
42755,943
38263,944
23694,1248
45138,946
46762,1646
9227,948
41664,949
48090,951
46732,956
15545,959
34075,965
40702,968
30200,972
8704,973
19559,975
10223,977
40302,978
47412,980
32251,981
9934,982
5501,2208
18298,983
38592,987
26779,989
18769,990
35206,991
16059,992
12034,993
10158,995
37712,996
4366,997
28359,14409
23832,999
28674,1000
14085,36817
43286,1002
29209,2413
13776,6011
35991,1003
47019,4629
30913,1004
40426,1006
40110,1007
33941,1008
19227,4890
19163,7965
23668,33876
45214,1009
21066,1010
39175,1013
18778,1014
7562,1015
12174,1192
30480,1017
16735,1019
32284,1020
44778,1021
30377,1022
39224,1025
9630,1027
29406,1028
29858,1029
48306,1030
2418,1031
26755,1033
20501,1034
12525,1035
40912,1039
1537,1040
23296,1041
46098,1042
1996,1043
26080,1044
10570,1045
1763,1047
5982,30449
46107,1055
14362,1057
35113,1060
15226,1061
302,1063
39058,1064
13663,1067
445,1068
20868,1069
23172,2000
23577,1071
44236,1072
3322,5062
26765,1073
41489,1075
14676,1077
40726,1078
34196,1079
10884,1080
3181,1081
30950,1083
19774,1085
5955,1087
25485,1088
32546,1092
2566,1095
40528,1097
29597,1098
12150,1100
21678,1101
20282,1102
6235,1104
20095,1105
12391,1106
17563,1107
11595,1108
31657,1109
15962,1235
30703,1249
42803,3711
34678,1110
13091,1113
45918,1114
27097,1115
10085,1116
11862,1117
10150,1119
38489,4703
20144,1121
6980,1122
48376,2855
29491,6836
34951,7743
41591,11675
32949,14071
12324,14138
42125,1149
5464,1125
35127,1126
42592,1127
28059,1128
13737,1129
14092,1472
2904,1131
41249,1327
14931,1132
14807,1133
3199,1134
12325,7139
24009,1138
35687,1139
23047,1141
39568,1142
27315,1143
23248,1144
43003,1145
31604,12329
16696,1147
42643,1150
39157,1154
41277,1155
44603,1157
30718,1163
14256,1165
39064,1166
17222,1167
4806,1168
16128,1169
1910,1170
32049,1171
3641,1172
29228,1173
47669,1178
6704,1181
22120,1182
46379,1183
18331,1184
16017,1185
34642,1186
32149,1187
9462,1188
35618,1189
33161,1190
18169,1191
21690,1193
19965,1194
36940,1195
21315,1196
47376,1197
25982,1198
15556,1200
39316,32023
12511,1202
26673,5476
14464,32952
25809,1203
46518,1205
38238,1209
42997,15881
45448,1211
45375,1212
6401,1213
6361,1214
